"plotNumber","germplasmName","replicate","rowNumber","colNumber","name","value","trait","doy","harvest","GDD_sum","loc","year"
300,"SW_1011",1,1,1,"GNDVI_61.5013888888889",-0.0814892329956056,"GNDVI",62,"1",208,"NMSU-ET","2022"
301,"SW_8421S",1,1,2,"GNDVI_61.5013888888889",-0.00547924438763582,"GNDVI",62,"1",208,"NMSU-ET","2022"
302,"NM1715PAR",2,1,3,"GNDVI_61.5013888888889",-0.0663533309821834,"GNDVI",62,"1",208,"NMSU-ET","2022"
303,"NM170506PAR",2,1,4,"GNDVI_61.5013888888889",-0.0160490672771642,"GNDVI",62,"1",208,"NMSU-ET","2022"
304,"SW_9813",3,1,5,"GNDVI_61.5013888888889",-0.0311637855115635,"GNDVI",62,"1",208,"NMSU-ET","2022"
305,"DONA_ANA",3,1,6,"GNDVI_61.5013888888889",-0.0365130268271406,"GNDVI",62,"1",208,"NMSU-ET","2022"
306,"NM1712PAR",4,1,7,"GNDVI_61.5013888888889",-0.0604476201835268,"GNDVI",62,"1",208,"NMSU-ET","2022"
307,"NM1704PAR",4,1,8,"GNDVI_61.5013888888889",-0.0259783187728737,"GNDVI",62,"1",208,"NMSU-ET","2022"
308,"NUMEX_BILL_MELTON_CA_2019",4,2,8,"GNDVI_61.5013888888889",-0.0395911609627136,"GNDVI",62,"1",208,"NMSU-ET","2022"
309,"NUMEX_BILL_MELTON_CA_2019",4,2,7,"GNDVI_61.5013888888889",-0.037058837741352,"GNDVI",62,"1",208,"NMSU-ET","2022"
310,"NUMEX_BILL_MELTON_CA_2019",3,2,6,"GNDVI_61.5013888888889",-0.043223385791649,"GNDVI",62,"1",208,"NMSU-ET","2022"
311,"NUMEX_BILL_MELTON_CA_2019",3,2,5,"GNDVI_61.5013888888889",-0.0545738615016824,"GNDVI",62,"1",208,"NMSU-ET","2022"
312,"NUMEX_BILL_MELTON_CA_2019",2,2,4,"GNDVI_61.5013888888889",-0.0473347846712175,"GNDVI",62,"1",208,"NMSU-ET","2022"
313,"NUMEX_BILL_MELTON_CA_2019",2,2,3,"GNDVI_61.5013888888889",-0.038009475438274,"GNDVI",62,"1",208,"NMSU-ET","2022"
314,"NUMEX_BILL_MELTON_CA_2019",1,2,2,"GNDVI_61.5013888888889",-0.0345909668646313,"GNDVI",62,"1",208,"NMSU-ET","2022"
315,"NUMEX_BILL_MELTON_CA_2019",1,2,1,"GNDVI_61.5013888888889",-0.102671699375721,"GNDVI",62,"1",208,"NMSU-ET","2022"
316,"NM1703PAR",1,3,1,"GNDVI_61.5013888888889",-0.121189333394684,"GNDVI",62,"1",208,"NMSU-ET","2022"
317,"AFX_779",1,3,2,"GNDVI_61.5013888888889",-0.0548344293050244,"GNDVI",62,"1",208,"NMSU-ET","2022"
318,"NM1703PAR",2,3,3,"GNDVI_61.5013888888889",-0.0466414740359964,"GNDVI",62,"1",208,"NMSU-ET","2022"
319,"SW_9720",2,3,4,"GNDVI_61.5013888888889",-0.0527314662505951,"GNDVI",62,"1",208,"NMSU-ET","2022"
320,"SW_1011",3,3,5,"GNDVI_61.5013888888889",-0.0562492693882939,"GNDVI",62,"1",208,"NMSU-ET","2022"
321,"NM1715PAR",3,3,6,"GNDVI_61.5013888888889",-0.115979783445487,"GNDVI",62,"1",208,"NMSU-ET","2022"
322,"AMERISTAND_803T",4,3,7,"GNDVI_61.5013888888889",-0.0381507328707003,"GNDVI",62,"1",208,"NMSU-ET","2022"
323,"NUMEX_BILL_MELTON_CA_2019",4,3,8,"GNDVI_61.5013888888889",-0.0697461535380729,"GNDVI",62,"1",208,"NMSU-ET","2022"
324,"AFX_779",4,4,8,"GNDVI_61.5013888888889",-0.0835681791841519,"GNDVI",62,"1",208,"NMSU-ET","2022"
325,"NM1702PAR",4,4,7,"GNDVI_61.5013888888889",-0.0645153753146644,"GNDVI",62,"1",208,"NMSU-ET","2022"
326,"NUMEX_BILL_MELTON_CA_2019",3,4,6,"GNDVI_61.5013888888889",-0.0653370727824285,"GNDVI",62,"1",208,"NMSU-ET","2022"
327,"AFX_149092",3,4,5,"GNDVI_61.5013888888889",-0.0717712841965082,"GNDVI",62,"1",208,"NMSU-ET","2022"
328,"AFX_149092",2,4,4,"GNDVI_61.5013888888889",-0.0633420992513093,"GNDVI",62,"1",208,"NMSU-ET","2022"
329,"NUMEX_BILL_MELTON_FG2011",2,4,3,"GNDVI_61.5013888888889",-0.0830640169321376,"GNDVI",62,"1",208,"NMSU-ET","2022"
330,"NM1704PAR",1,4,2,"GNDVI_61.5013888888889",-0.0710836297729928,"GNDVI",62,"1",208,"NMSU-ET","2022"
331,"TMA_990",1,4,1,"GNDVI_61.5013888888889",-0.109233036823649,"GNDVI",62,"1",208,"NMSU-ET","2022"
332,"NUMEX_BILL_MELTON_CA_2019",1,5,1,"GNDVI_61.5013888888889",-0.0941554005054755,"GNDVI",62,"1",208,"NMSU-ET","2022"
333,"NUMEX_BILL_MELTON_CA_2019",1,5,2,"GNDVI_61.5013888888889",-0.0675949254621841,"GNDVI",62,"1",208,"NMSU-ET","2022"
334,"NUMEX_BILL_MELTON_CA_2019",2,5,3,"GNDVI_61.5013888888889",-0.0586449457291867,"GNDVI",62,"1",208,"NMSU-ET","2022"
335,"NUMEX_BILL_MELTON_CA_2019",2,5,4,"GNDVI_61.5013888888889",-0.0796882810205573,"GNDVI",62,"1",208,"NMSU-ET","2022"
336,"NUMEX_BILL_MELTON_CA_2019",3,5,5,"GNDVI_61.5013888888889",-0.0597081539142966,"GNDVI",62,"1",208,"NMSU-ET","2022"
337,"NUMEX_BILL_MELTON_CA_2019",3,5,6,"GNDVI_61.5013888888889",-0.0581827716405109,"GNDVI",62,"1",208,"NMSU-ET","2022"
338,"NUMEX_BILL_MELTON_CA_2019",4,5,7,"GNDVI_61.5013888888889",-0.0648226463179795,"GNDVI",62,"1",208,"NMSU-ET","2022"
339,"NUMEX_BILL_MELTON_CA_2019",4,5,8,"GNDVI_61.5013888888889",-0.0702496681682668,"GNDVI",62,"1",208,"NMSU-ET","2022"
340,"AFX_149092",4,6,8,"GNDVI_61.5013888888889",-0.0686656255392376,"GNDVI",62,"1",208,"NMSU-ET","2022"
341,"NM1713PAR",4,6,7,"GNDVI_61.5013888888889",-0.132219552120394,"GNDVI",62,"1",208,"NMSU-ET","2022"
342,"NUMEX_BILL_MELTON_FG2011",3,6,6,"GNDVI_61.5013888888889",-0.107199954993721,"GNDVI",62,"1",208,"NMSU-ET","2022"
343,"SW_8888",3,6,5,"GNDVI_61.5013888888889",-0.108398132346505,"GNDVI",62,"1",208,"NMSU-ET","2022"
344,"NM1705PAR",2,6,4,"GNDVI_61.5013888888889",-0.0802800368836766,"GNDVI",62,"1",208,"NMSU-ET","2022"
