"","X.1","Germplasm","Rep","Plot","Row","Range","yld2","yld3","yld4","yld5","yld6","yld7","GNDVI_138","NDVI_138","GNDVI_145","NDVI_145","GNDVI_152","NDVI_152","GNDVI_160","NDVI_160","GNDVI_165","NDVI_165","GNDVI_173","NDVI_173","GNDVI_179","NDVI_179","GNDVI_187","NDVI_187","GNDVI_192","NDVI_192","GNDVI_201","NDVI_201","GNDVI_206","NDVI_206","GNDVI_215","NDVI_215","GNDVI_223","NDVI_223","GNDVI_228","NDVI_228","GNDVI_242","NDVI_242","GNDVI_257","NDVI_257","GNDVI_263","NDVI_263","GNDVI_278","NDVI_278","GNDVI_293","NDVI_293","GNDVI_299","NDVI_299","GNDVI_307","NDVI_307","sca_yld2","sca_yld3","sca_yld4","sca_yld5","sca_yld6","sca_yld7","GNDVI_153","GNDVI_181","GNDVI_207","GNDVI_243","GNDVI_279","GNDVI_310","spa_int_yld2","spa_slp_yld2","PEE_153","spa_int_yld3","spa_slp_yld3","PEE_181","spa_int_yld4","spa_slp_yld4","PEE_207","spa_int_yld5","spa_slp_yld5","PEE_243","spa_int_yld6","spa_slp_yld6","PEE_279","spa_int_yld7","spa_slp_yld7","PEE_310"
"11",11,"NUMEX_BILL_MELTON","3","110","2","6",4.65,3.74883212344444,2.7,3.4,3.8,2.65,0.0113383741374066,0.435672424,0.222640116485242,0.461167502,0.248563201135743,0.487413632,-0.0342756765546925,0.229346755,0.000893652955520684,0.397112138,0.157779709048852,0.323702384,0.184490657106122,0.396738611,0.0665295000049459,0.408452254,0.0382442175040371,0.420232611,0.129982099986906,0.302392818,0.167249448841402,0.395530106,0.0129120257133101,0.227534246,0.111431745776477,0.408214167,0.13643236053771,0.322109891,0.258517898905977,0.393619843,0.0376271206338065,0.317254565,0.151480635089283,0.373721339,0.325379139106831,0.458424841,0.18817884387082,0.345911637,0.130856554716449,0.413999531,0.278934432589318,0.434046178,0.171137385290928,0.127495007149912,0.0869638932117186,0.246889708392269,0.129261457363083,0.140735910388718,0.171137385290928,0.127495007149912,0.0869638932117186,0.246889708392269,0.129261457363083,0.140735910388718,-0.0303323023707678,-0.00351581503433559,-0.0364218726136408,-0.00578551957988808,-0.0220260551255875,-0.0439357659810061,-0.0116477326008484,-0.0144113202559782,-0.0366088713792716,-0.0216853764561074,-0.025253638135804,-0.0654259605921372,-0.03595048937027,-0.00018022846470423,-0.0362626542267437,0.00534784612804426,-0.00540041036294661,-0.00400593896142571
"12",12,"NUMEX_BILL_MELTON","3","111","2","5",4.8,4.13858877077778,3.05,3.9,4.15,2.55,0.016265254117161,0.438049902,0.208122799617617,0.467923739,0.236920406021387,0.483345497,-0.0319296515286747,0.218602643,0.0105170632437148,0.387961048,0.151118828788216,0.342794577,0.180236708460387,0.396423061,0.0572656329393477,0.37327003,0.0368232847770825,0.425304011,0.129624281720242,0.319338238,0.154032390808271,0.411077629,0.00190972638033566,0.246569593,0.127361618743233,0.424392196,0.140576900453506,0.360488251,0.282542876514405,0.434147972,0.0564913973279416,0.307244041,0.172530440791574,0.401377824,0.328298675684984,0.468542813,0.187031920619999,0.369525401,0.122242192359366,0.422030597,0.264798951779569,0.447077289,0.176657946106764,0.140750342385578,0.0982369904799043,0.283197018449955,0.141167117909683,0.135425121317446,0.176657946106764,0.140750342385578,0.0982369904799043,0.283197018449955,0.141167117909683,0.135425121317446,-0.0318517547460273,-0.00723252600140543,-0.0443788571927823,-0.00277894314014494,-0.0211443062635824,-0.0394019557194279,-0.0133820439405712,-0.0133446309568411,-0.0364956226650726,-0.0105910539725294,-0.0153436394361357,-0.0371670169327999,-0.0232495014964484,-0.000178815465632809,-0.0235592189667501,-0.00328704912414952,-0.00544143238833588,-0.0127118864455126
"13",13,"NUMEX_BILL_MELTON","2","112","2","4",5.1,4.19483519411111,3.2,4.15,4.35,3.05,0.0348125431322697,0.427523926,0.237664396871219,0.463536499,0.26383366626605,0.49506121,-0.0291885351457576,0.257975023,0.0171933277545592,0.387212923,0.169415839322163,0.347826127,0.20131442743806,0.406979069,0.0581561805967187,0.388109413,0.0544450439681682,0.428170348,0.140549246732989,0.349826022,0.171005262331074,0.417088994,-0.00141981793559694,0.255121992,0.137337346581973,0.435347099,0.153373899208064,0.340714543,0.297094025505876,0.44032964,0.0533581806313357,0.310183319,0.168876275786752,0.418663243,0.326859589960446,0.470193019,0.19317104801658,0.3657832,0.126587405318192,0.422489426,0.277965203517286,0.447873102,0.187699067738437,0.142663241632305,0.103068317880555,0.301350673478799,0.14797035250774,0.161979066673808,0.187699067738437,0.142663241632305,0.103068317880555,0.301350673478799,0.14797035250774,0.161979066673808,-0.00815392901400943,-0.00449941122319461,-0.0159471378226726,0.00764368858593732,-0.0157423699245475,-0.0196228958357711,0.000442377242851912,-0.00711600173244841,-0.0118828992506367,0.00288944361641615,-0.00171719592022889,-8.48269509730395e-05,-0.0108355571924903,-3.10868696278045e-05,-0.0108894012298987,0.00880570706229845,-0.00556585656726387,-0.000834639257716189
"14",14,"NUMEX_BILL_MELTON","2","113","2","3",4.9,4.06166780622222,3.4,4.35,4.8,3.15,0.0404241520037214,0.412835036,0.235021549782076,0.443936664,0.275698343106227,0.472568428,-0.0303701434562589,0.304411495,0.0319394287835853,0.350665994,0.170680401296938,0.341881507,0.211732010098161,0.409877471,0.0744166179191704,0.453757835,0.0670944682713669,0.422960654,0.143594233115383,0.360267376,0.195913089320467,0.414530635,0.00624045743088225,0.272145003,0.150072247317879,0.439506015,0.1647341525034,0.365140392,0.305849192499253,0.459631904,0.0625120931464584,0.316351207,0.190492071379549,0.423466428,0.357321794835547,0.501704214,0.210406559315085,0.417120286,0.154264725075752,0.44047594,0.307897965005969,0.477747467,0.180338319983989,0.138134317286813,0.10951008774809,0.315873597501873,0.163277630353368,0.16728985574508,0.180338319983989,0.138134317286813,0.10951008774809,0.315873597501873,0.163277630353368,0.16728985574508,-0.00334044165951961,-0.00495800190630455,-0.0119279528277359,0.00897285190759162,-0.015408176718054,-0.0177148929034553,0.00921977791707551,-0.00598498859090294,-0.0011465263597888,0.0121276683067839,0.000431733912947392,0.0128754533760916,0.00619991595693951,3.73472495046183e-05,0.00626460329032178,0.0352381419778512,-0.00800774125143546,0.0213683273371094
"15",15,"NUMEX_BILL_MELTON","1","114","2","2",5.15,4.67561825644444,3.1,4.3,4.45,3.35,0.0679635062996996,0.442971703,0.280303678401122,0.457205092,0.312295743764241,0.489937926,-0.0491167224777937,0.340793515,0.027234128806175,0.365807423,0.17479245142708,0.368254021,0.243545998012028,0.425632483,0.0694763417475469,0.441895656,0.0565067127549306,0.442323517,0.131140599527284,0.358177696,0.17753493601545,0.422759233,-0.02786736952701,0.331616411,0.119430952558546,0.441420594,0.142169313853865,0.36828601,0.301168477904242,0.455030578,0.0409046941686154,0.306821913,0.181913392890303,0.417394584,0.353442230592325,0.489627893,0.197985067433804,0.408485803,0.151423104073037,0.428788475,0.304304237272273,0.462973784,0.189539254677049,0.159014317901205,0.099847432946788,0.312242866496105,0.151371969806768,0.177911433887625,0.189539254677049,0.159014317901205,0.099847432946788,0.312242866496105,0.151371969806768,0.177911433887625,-0.0077901013629599,-0.000294814988776,-0.00830073590012136,0.00332914603761178,-0.0128915363593497,-0.0189996498268289,-0.00775138509369628,-0.0106781249338446,-0.0262464399278618,-0.011045729177861,0.000114027212266636,-0.0108482282536328,-0.00927929492134915,-3.36880018781138e-05,-0.00933764425195254,0.0147068910979962,-0.00610759571733438,0.00412822504971064
"16",16,"NUMEX_BILL_MELTON","1","115","2","1",5.9,5.17482203888889,3.5,4.55,4.7,3.4,0.110525984587287,0.424740824,0.323288628795224,0.501972396,0.358483209810986,0.524192198,-0.0484711186015642,0.417693987,0.0567361666425761,0.353178815,0.197177790792655,0.40152577,0.277140687377617,0.453699361,0.0603269934673462,0.363570701,0.0787465186666871,0.443595599,0.16929484409431,0.370992551,0.198895817005777,0.428560802,-0.0076914100175909,0.308502007,0.119339306905177,0.436466914,0.157860539443468,0.384358213,0.310835408724618,0.453906352,0.0464761503432908,0.357711885,0.194139330109824,0.42851468,0.344971042515623,0.484557683,0.206835748284961,0.40509215,0.181650267585634,0.438287497,0.318762172384123,0.487470212,0.217142058756231,0.175991869233523,0.112730972681857,0.330396521524948,0.15987601305434,0.180566828423261,0.217142058756231,0.175991869233523,0.112730972681857,0.330396521524948,0.15987601305434,0.180566828423261,0.034333134602662,-0.000542673932184761,0.0333931957842822,0.0154809632504954,-0.00704398548679454,0.00328042255290458,0.00431978020753527,-0.00488662071440584,-0.00414409511014794,0.000269447006527945,0.00042044023287338,0.000997670848228469,-0.00227477381277051,-2.76477880693357e-05,-0.00232266118621423,0.0436860045655013,-0.00855460258714135,0.028868998310761
"17",17,"AFX_779","1","116","3","1",5.7,5.54752962488889,3.75,4.3,4.75,3.25,0.118825136795765,0.438227197,0.344020551704917,0.516563116,0.343924901734333,0.522725695,-0.0610748538176327,0.521198638,0.0966243883298619,0.389750252,0.183447269529973,0.404035715,0.299387712823053,0.483077125,0.0622591468309771,0.335601948,0.0861381151299609,0.437411151,0.166447969385149,0.385964066,0.216500415960712,0.438115551,0.0060553838527729,0.279031561,0.14153565702785,0.443431829,0.186355733640425,0.376999003,0.267665360125737,0.42039857,0.0477693016592049,0.334095348,0.203018918286331,0.430050621,0.345109478301086,0.489085612,0.189716062197628,0.428105702,0.178987213749893,0.441228128,0.310743741772774,0.480824501,0.209781311001783,0.188667378506058,0.120783185016276,0.312242866496105,0.161576821703854,0.172600644816353,0.209781311001783,0.188667378506058,0.120783185016276,0.312242866496105,0.161576821703854,0.172600644816353,0.0318722235686764,-0.00300068599935605,0.026674882982943,0.00893082479475447,0.000858170878382119,0.0104172203511929,-0.00146706988417427,-0.00525216749786122,-0.0105640908005788,-0.00662326760779134,-0.00605226015414835,-0.0171060896495921,-0.00436402220702608,-2.80403182579259e-05,-0.00441258946269697,0.0326040738493006,-0.0051183855900294,0.0237387699933817
"18",18,"NM1703PAR","1","117","3","2",5.15,5.08179119244444,3.65,4.55,4.6,3.3,0.0859286602973367,0.423697101,0.310635490258587,0.513100536,0.314676082310207,0.508789144,-0.0546533866942695,0.442646789,0.103915634865319,0.385923623,0.169445652405343,0.379938104,0.267409617314084,0.4644665,0.0813765329196205,0.412371734,0.102646331770519,0.442182052,0.154986048065464,0.384514878,0.220609591109542,0.44052764,-0.00705774260705078,0.3279631,0.169241021401875,0.443253058,0.179402645524853,0.393677601,0.283433667840868,0.426422128,0.0447458807994859,0.336632999,0.190768754176945,0.450155784,0.37460891568142,0.518149962,0.214376251229125,0.454575485,0.168543681535585,0.437964596,0.314019296818826,0.490438041,0.189539254677049,0.172827958969731,0.117562300082508,0.330396521524948,0.156474395755311,0.175256039351989,0.189539254677049,0.172827958969731,0.117562300082508,0.330396521524948,0.156474395755311,0.175256039351989,0.000368534011383029,-0.00114956042061563,-0.0016225630347926,-0.00319959839953139,-0.00760493866338478,-0.0163717384953979,-0.00390171611164689,-0.0105512857516044,-0.0221770790387418,-0.010899480310917,-0.00225185922396515,-0.0147998148812732,-0.0109337884435161,-1.45541669198219e-05,-0.0109589969999729,0.0111613507841257,-0.00525035264025007,0.00206747329329849
"19",19,"SW_1011","2","118","3","3",5.35,4.85496419822222,3.55,4.15,4.1,3.35,0.067855078225065,0.408335393,0.279986085640325,0.479326857,0.28360066110293,0.491635514,-0.0194875658021699,0.363439605,0.0844493745731758,0.386995399,0.149406831076382,0.353075268,0.232234386028152,0.434441691,0.0718551102397736,0.417565752,0.0814951542687867,0.429070916,0.129834601611506,0.359608878,0.181403317733542,0.425814153,0.00141131091544515,0.297656404,0.148601234630096,0.438873361,0.139350971204125,0.371350856,0.247534331993286,0.411849485,0.0305916054168194,0.323500958,0.161042589715243,0.420988371,0.319313745600229,0.447303881,0.190145037351398,0.438725834,0.138500756138759,0.429439145,0.288376764089809,0.459288806,0.196900002431498,0.165113740701781,0.114341415148741,0.301350673478799,0.139466309260169,0.177911433887625,0.196900002431498,0.165113740701781,0.114341415148741,0.301350673478799,0.139466309260169,0.177911433887625,0.018393017330826,-0.00617529202766279,0.00769709783407906,0.0069676147594559,-0.0114721645493962,-0.0129027570260574,-0.00498357594038872,-0.0112486632374467,-0.0244668320997389,-0.0107291954337209,-0.00621694016981762,-0.0214972516284056,-0.0184506891564904,-2.05718185593731e-05,-0.0184863205912837,0.010851213312276,-0.0020382967594007,0.00732077977951863
"20",20,"NM1715PAR","2","119","3","4",3.05,2.05091838211111,1.25,1.95,2.15,0.75,0.00256616399110106,0.442044067,0.189816521618765,0.422688641,0.171261735127744,0.412099465,-0.0349910350060161,0.346297401,0.00777355127180989,0.404932847,0.047788822613524,0.296965466,0.0843917215127003,0.374306779,0.041527544161652,0.333593884,0.0226218097278832,0.432694646,0.0456412534394238,0.369523953,0.0709518109738142,0.393188835,-0.00680122972249661,0.25894692,0.0657539851722196,0.437003448,0.0730168142245232,0.312295098,0.137250763194453,0.337343112,-0.0204106989255846,0.320202826,0.0878445934898674,0.390325113,0.242342234927365,0.360632315,0.0868507374898252,0.357147687,0.0316089767561448,0.382906385,0.161138447910821,0.355716167,0.11225140325534,0.069750216915793,0.0402610616720919,0.141598509224978,0.0731347719291128,0.0398309180345429,0.11225140325534,0.069750216915793,0.0402610616720919,0.141598509224978,0.0731347719291128,0.0398309180345429,-0.032411394460828,-0.010717827068958,-0.0509752154098784,-0.0147326127759526,-0.0274333266745501,-0.0622485281892685,-0.0225620882442231,-0.0176519434114833,-0.0531361509516374,-0.033524743618123,-0.0202950402441915,-0.068676784309107,-0.0445958320544363,-9.82808826852889e-05,-0.044766059535916,-0.0302833496483819,-0.00243838464356612,-0.0345067557209783
